ticker,final_amount,total_investment,multiplicity,annual_return_rate,buy_date
MSFT,9103194.771056812,1180000.0,7.714571839878654,0.3357285919939327,2002-01-31 00:00:00
TDG,7087991.318542417,925000.0,7.6626933173431535,0.3331346658671577,2006-04-28 00:00:00
KSU,8895348.626256812,1180000.0,7.538431039200688,0.3269215519600344,2002-01-31 00:00:00
AMAT,8692874.248556811,1180000.0,7.366842583522722,0.3183421291761361,2002-01-31
PAYC,3155050.8079228792,440000.0,7.170570018006544,0.3085285009003272,2014-05-30 00:00:00
TMUS,6086397.373058355,860000.0,7.077206247742274,0.3038603123871137,2007-05-31 00:00:00
NOW,3869695.0206036,550000.0,7.035809128370181,0.301790456418509,2012-07-31 00:00:00
EXR,7167607.653257584,1020000.0,7.027066326723122,0.3013533163361561,2004-09-30 00:00:00
ACN,8259318.381156812,1180000.0,6.999422356912553,0.2999711178456276,2002-01-31
ANSS,8258755.901156813,1180000.0,6.998945678946452,0.2999472839473226,2002-01-31
VRSN,8206069.425956813,1180000.0,6.954296123692214,0.2977148061846107,2002-01-31 00:00:00
PKI,8174236.700156813,1180000.0,6.927319237421028,0.2963659618710514,2002-01-31 00:00:00
INCY,8067651.363556812,1180000.0,6.836992680980349,0.2918496340490174,2002-01-31 00:00:00
SPGI,7986743.493156813,1180000.0,6.768426689115944,0.2884213344557972,2002-01-31 00:00:00
MCO,7969998.431756812,1180000.0,6.754235959115943,0.2877117979557971,2002-01-31 00:00:00
NVR,7952608.110056813,1180000.0,6.739498398353232,0.2869749199176615,2002-01-31 00:00:00
ODFL,7921783.137356814,1180000.0,6.713375540132893,0.2856687770066446,2002-01-31 00:00:00
HD,7758765.541156813,1180000.0,6.575225034878654,0.2787612517439327,2002-01-31 00:00:00
KLAC,7730645.909356813,1180000.0,6.551394838437977,0.2775697419218988,2002-01-31 00:00:00
CHTR,4497723.096337276,695000.0,6.471544023506872,0.2735772011753435,2010-02-26 00:00:00
MU,7607939.936256814,1180000.0,6.447406725641367,0.2723703362820683,2002-01-31 00:00:00
UNH,7503737.468356812,1180000.0,6.359099549454926,0.2679549774727462,2002-01-31 00:00:00
COO,7480557.051556813,1180000.0,6.339455128437977,0.2669727564218988,2002-01-31 00:00:00
STZ,7414089.093756813,1180000.0,6.283126350641367,0.2641563175320683,2002-01-31 00:00:00
ROP,7367093.552356813,1180000.0,6.243299620641367,0.2621649810320683,2002-01-31 00:00:00
BLK,7188372.503156811,1180000.0,6.091841104370179,0.2545920552185089,2002-01-31
WAT,7003805.917556813,1180000.0,5.935428743692214,0.2467714371846107,2002-01-31 00:00:00
STE,6952729.423156813,1180000.0,5.892143578946452,0.2446071789473226,2002-01-31 00:00:00
VRTX,6942187.709456813,1180000.0,5.883209923268486,0.2441604961634242,2002-01-31 00:00:00
PWR,6925925.711456813,1180000.0,5.869428569031197,0.2434714284515598,2002-01-31 00:00:00
EFX,6905586.603356813,1180000.0,5.8521920367430615,0.242609601837153,2002-01-31 00:00:00
COST,6884991.519156812,1180000.0,5.83473857555662,0.2417369287778309,2002-01-31 00:00:00
EL,6785861.076156813,1180000.0,5.750729725556621,0.237536486277831,2002-01-31 00:00:00
IPGP,4916497.092345759,880000.0,5.586928514029272,0.2293464257014636,2007-01-31 00:00:00
JKHY,6492650.380756813,1180000.0,5.50224608538713,0.2251123042693565,2002-01-31 00:00:00
CZR,2256809.273913624,415000.0,5.438094635936444,0.2219047317968221,2014-10-31 00:00:00
TXN,6385846.591256813,1180000.0,5.4117343993701805,0.220586719968509,2002-01-31 00:00:00
GE,6360603.071156813,1180000.0,5.390341585726112,0.2195170792863056,2002-01-31 00:00:00
RMD,6343470.451156813,1180000.0,5.375822416234587,0.2187911208117293,2002-01-31 00:00:00
AON,6333309.877656814,1180000.0,5.367211760726113,0.2183605880363056,2002-01-31
ROK,6144817.223556812,1180000.0,5.20747222335323,0.2103736111676615,2002-01-31 00:00:00
TFX,6108804.907956813,1180000.0,5.176953311827808,0.2088476655913904,2002-01-31 00:00:00
BR,4439477.275758355,860000.0,5.1621828787887845,0.2081091439394392,2007-05-31
LYV,4656310.552107969,940000.0,4.9535218639446486,0.1976760931972324,2006-01-31 00:00:00
CPRT,5801724.600356812,1180000.0,4.916715763014247,0.1958357881507123,2002-01-31 00:00:00
NSC,5694218.521156813,1180000.0,4.825608916234588,0.1912804458117293,2002-01-31 00:00:00
GOOGL,4857234.680857584,1020000.0,4.761994785154494,0.1880997392577247,2004-09-30 00:00:00
DE,5481161.084756812,1180000.0,4.6450517667430615,0.182252588337153,2002-01-31 00:00:00
LOW,5475109.569956812,1180000.0,4.63992336437018,0.181996168218509,2002-01-31 00:00:00
TGT,5450333.076356812,1180000.0,4.618926335895604,0.1809463167947801,2002-01-31 00:00:00
IEX,5440315.7747568125,1180000.0,4.610437097251536,0.1805218548625768,2002-01-31 00:00:00
DHI,5323118.157156812,1180000.0,4.511117082336281,0.175555854116814,2002-01-31 00:00:00
FB,2482593.32782545,555000.0,4.473141131217027,0.1736570565608513,2012-06-29 00:00:00
EXPE,4279894.503717224,965000.0,4.435123838048937,0.1717561919024468,2005-08-31 00:00:00
ANTM,5228600.419956813,1180000.0,4.4310173050481465,0.1715508652524073,2002-01-31
DIS,5181545.115956812,1180000.0,4.391139928776959,0.1695569964388479,2002-01-31 00:00:00
PKG,5168684.831156813,1180000.0,4.380241382336282,0.1690120691168141,2002-01-31 00:00:00
ALB,5155050.505156813,1180000.0,4.36868686877696,0.168434343438848,2002-01-31
NXPI,2879980.997784319,660000.0,4.363607572400484,0.1681803786200241,2010-09-30 00:00:00
MCD,5109697.111956812,1180000.0,4.330251789793909,0.1665125894896954,2002-01-31 00:00:00
A,5105762.771156812,1180000.0,4.326917602675264,0.1663458801337632,2002-01-31
CRM,4433967.381101285,1030000.0,4.304822700098336,0.1652411350049167,2004-07-30 00:00:00
ATVI,5078420.386356813,1180000.0,4.3037460901328926,0.1651873045066446,2002-01-31
KMX,5072982.931156812,1180000.0,4.299138077251536,0.1649569038625768,2002-01-31 00:00:00
CBRE,4396473.550301285,1030000.0,4.268420922622608,0.1634210461311303,2004-07-30 00:00:00
XLNX,5026276.097856812,1180000.0,4.259556015132891,0.1629778007566446,2002-01-31 00:00:00
FFIV,4995430.137556813,1180000.0,4.233415370810858,0.1616707685405429,2002-01-31 00:00:00
DFS,3591542.157914653,850000.0,4.225343715193709,0.1612671857596854,2007-07-31 00:00:00
HON,4963335.163156812,1180000.0,4.2062162399634,0.16031081199817,2002-01-31 00:00:00
LLY,4943888.484556813,1180000.0,4.1897360038617055,0.1594868001930853,2002-01-31 00:00:00
HCA,2613901.6102313627,625000.0,4.1822425763701805,0.159112128818509,2011-04-29 00:00:00
LDOS,3677859.161289461,890000.0,4.132426023920742,0.1566213011960371,2006-11-30 00:00:00
MLM,4867181.762156812,1180000.0,4.124730306912552,0.1562365153456276,2002-01-31 00:00:00
DHR,4857627.822356813,1180000.0,4.116633747760011,0.1558316873880005,2002-01-31 00:00:00
LHX,4846215.321156812,1180000.0,4.10696213657357,0.1553481068286784,2002-01-31 00:00:00
STX,4563049.001594601,1120000.0,4.074150894280894,0.1537075447140446,2003-01-31 00:00:00
GWW,4770701.969556812,1180000.0,4.042967770810858,0.1521483885405428,2002-01-31 00:00:00
PYPL,1473718.5196951155,365000.0,4.03758498546607,0.1518792492733035,2015-08-31 00:00:00
TT,4734434.016156812,1180000.0,4.012232217082044,0.1506116108541022,2002-01-31 00:00:00
AWK,3207026.483496144,800000.0,4.00878310437018,0.1504391552185089,2008-05-30
BIIB,4722434.108356813,1180000.0,4.002062803692215,0.1501031401846107,2002-01-31
AMP,3773180.4988735225,955000.0,3.950974344370181,0.147548717218509,2005-10-31
NOC,4661935.857356813,1180000.0,3.950793099454926,0.1475396549727463,2002-01-31 00:00:00
AVY,4660800.280556813,1180000.0,3.9498307462345874,0.1474915373117293,2002-01-31
CE,3915150.366048329,995000.0,3.934824488490783,0.1467412244245391,2005-02-28 00:00:00
LH,4635020.267756812,1180000.0,3.9279832777600094,0.1463991638880005,2002-01-31 00:00:00
JBHT,4625911.291056813,1180000.0,3.92026380598035,0.1460131902990175,2002-01-31 00:00:00
ADI,4622411.162756812,1180000.0,3.91729759555662,0.145864879777831,2002-01-31
AJG,4562658.056756813,1180000.0,3.8666593701328926,0.1433329685066446,2002-01-31
MNST,4548575.021356813,1180000.0,3.85472459437018,0.142736229718509,2002-01-31 00:00:00
DG,2706806.884980977,705000.0,3.839442390043939,0.1419721195021969,2009-12-31 00:00:00
ORCL,4529398.168456813,1180000.0,3.838473024115944,0.1419236512057971,2002-01-31 00:00:00
EA,4524766.498256813,1180000.0,3.834547879878655,0.1417273939939327,2002-01-31 00:00:00
SYK,4512296.809156813,1180000.0,3.8239803467430615,0.141199017337153,2002-01-31 00:00:00
SNA,4504743.789156813,1180000.0,3.8175794823362814,0.1408789741168141,2002-01-31 00:00:00
MCHP,4499054.304556813,1180000.0,3.8127578852176383,0.1406378942608819,2002-01-31 00:00:00
ECL,4465500.339556813,1180000.0,3.784322321658317,0.1392161160829158,2002-01-31 00:00:00
SHW,4442940.223756812,1180000.0,3.765203579454925,0.1382601789727462,2002-01-31 00:00:00
PH,4442550.813156812,1180000.0,3.7648735704718734,0.1382436785235937,2002-01-31 00:00:00
LMT,4373977.840256813,1180000.0,3.70676088157357,0.1353380440786785,2002-01-31 00:00:00
WM,4366167.925156812,1180000.0,3.7001423094549257,0.1350071154727463,2002-01-31 00:00:00
SCHW,4303156.7111568125,1180000.0,3.646742975556621,0.132337148777831,2002-01-31 00:00:00
MMC,4301570.577556813,1180000.0,3.645398794539672,0.1322699397269836,2002-01-31 00:00:00
FIS,4300224.296756813,1180000.0,3.644257878607469,0.1322128939303734,2002-01-31 00:00:00
C,4265686.605356813,1180000.0,3.614988648607469,0.1307494324303734,2002-01-31 00:00:00
GRMN,4263614.316556812,1180000.0,3.613232471658316,0.1306616235829157,2002-01-31 00:00:00
ADP,4244138.290356812,1180000.0,3.596727364709163,0.1298363682354581,2002-01-31
CDW,1759970.8873413885,490000.0,3.591777321104874,0.1295888660552437,2013-07-31 00:00:00
ZTS,1812632.347228792,510000.0,3.5541810729976304,0.1277090536498815,2013-03-28 00:00:00
GPN,4165598.752356813,1180000.0,3.530168434200689,0.1265084217100344,2002-01-31 00:00:00
MAA,4147520.078556813,1180000.0,3.514847524200688,0.1257423762100344,2002-01-31 00:00:00
CI,4146217.9076568126,1180000.0,3.513743989539672,0.1256871994769836,2002-01-31 00:00:00
DRI,4088863.175756813,1180000.0,3.465138284539672,0.1232569142269836,2002-01-31 00:00:00
TROW,4055400.7743568127,1180000.0,3.4367803172515363,0.1218390158625768,2002-01-31 00:00:00
PSA,4053691.2423568126,1180000.0,3.4353315613193325,0.1217665780659666,2002-01-31 00:00:00
LEN,4045467.2765568127,1180000.0,3.42836209877696,0.121418104938848,2002-01-31 00:00:00
RJF,4037237.990156812,1180000.0,3.421388127251536,0.1210694063625767,2002-01-31 00:00:00
DUK,4036590.756756813,1180000.0,3.4208396243701804,0.121041981218509,2002-01-31 00:00:00
APD,4026353.903156812,1180000.0,3.412164324709163,0.1206082162354581,2002-01-31
TEL,2893584.388314653,850000.0,3.404216927429004,0.1202108463714501,2007-07-31 00:00:00
SBUX,4006412.8662568126,1180000.0,3.395265140895604,0.1197632570447801,2002-01-31 00:00:00
FRC,2171042.763796916,640000.0,3.392254318432681,0.119612715921634,2011-01-31 00:00:00
KEYS,1385228.7887917738,410000.0,3.378606801931156,0.1189303400965577,2014-11-28 00:00:00
RSG,3981392.878656813,1180000.0,3.3740617615735697,0.1187030880786784,2002-01-31 00:00:00
TSN,3980664.873556812,1180000.0,3.3734448080989936,0.1186722404049496,2002-01-31 00:00:00
CMS,3972582.818056813,1180000.0,3.3665956085227227,0.1183297804261361,2002-01-31 00:00:00
AAP,3891193.354156812,1180000.0,3.29762148657357,0.1148810743286784,2002-01-31
PLD,3832567.931856813,1180000.0,3.247938925302384,0.1123969462651191,2002-01-31 00:00:00
CTLT,1358800.0061573265,425000.0,3.1971764850760622,0.1098588242538031,2014-08-29 00:00:00
HLT,1467623.8624102827,460000.0,3.190486657413658,0.1095243328706829,2014-01-31 00:00:00
SWK,3753893.521756812,1180000.0,3.1812656964040777,0.1090632848202038,2002-01-31 00:00:00
BDX,3739706.421156813,1180000.0,3.169242729793909,0.1084621364896954,2002-01-31
JPM,3728254.917956812,1180000.0,3.159538066065095,0.1079769033032547,2002-01-31 00:00:00
ITW,3725216.891556813,1180000.0,3.1569634674210274,0.1078481733710513,2002-01-31 00:00:00
BSX,3714746.0803568126,1180000.0,3.148089898607468,0.1074044949303734,2002-01-31
MXIM,3712752.040756813,1180000.0,3.146400034539672,0.1073200017269836,2002-01-31 00:00:00
AXP,3693510.3119568126,1180000.0,3.130093484709163,0.1065046742354581,2002-01-31
DOV,3690669.131156813,1180000.0,3.12768570437018,0.106384285218509,2002-01-31 00:00:00
AIZ,3267577.379988689,1050000.0,3.1119784571320848,0.1055989228566042,2004-03-31
TSCO,3662234.439756812,1180000.0,3.103588508268485,0.1051794254134242,2002-01-31 00:00:00
MAR,3649900.5345568126,1180000.0,3.093136046234587,0.1046568023117293,2002-01-31 00:00:00
DLR,3121047.018413882,1010000.0,3.090145562786021,0.104507278139301,2004-11-30 00:00:00
BBWI,3642428.746156813,1180000.0,3.086804022166791,0.1043402011083395,2002-01-31
HOLX,3637505.825556813,1180000.0,3.082632055556621,0.104131602777831,2002-01-31 00:00:00
MCK,3617438.758356813,1180000.0,3.065626066404078,0.1032813033202039,2002-01-31 00:00:00
AME,3587636.2571568126,1180000.0,3.040369709454926,0.1020184854727463,2002-01-31
RHI,3569490.405756812,1180000.0,3.024991869285434,0.1012495934642716,2002-01-31 00:00:00
VRSK,2146361.814502828,710000.0,3.0230448091589124,0.1011522404579456,2009-11-30 00:00:00
PGR,3548574.8529568124,1180000.0,3.007266824539672,0.1003633412269835,2002-01-31 00:00:00
ANET,1289716.1728791774,430000.0,2.99933993692832,0.0999669968464159,2014-07-31
CMI,3528565.203556813,1180000.0,2.990309494539672,0.0995154747269836,2002-01-31 00:00:00
GLW,3526803.235456812,1180000.0,2.9888163012345865,0.0994408150617293,2002-01-31 00:00:00
GOOG,1328465.9800447302,445000.0,2.985316809089281,0.099265840454464,2014-04-30 00:00:00
HAS,3520591.9323568125,1180000.0,2.983552485048146,0.0991776242524073,2002-01-31 00:00:00
WDC,3517524.3418568126,1180000.0,2.9809528320820444,0.0990476416041022,2002-01-31 00:00:00
IQV,1474898.768863239,495000.0,2.9795934724509885,0.0989796736225494,2013-06-28 00:00:00
AMGN,3511226.2011568123,1180000.0,2.975615424709163,0.0987807712354581,2002-01-31
PHM,3481327.1587568126,1180000.0,2.95027725318374,0.0975138626591869,2002-01-31 00:00:00
LUV,3479281.8351568123,1180000.0,2.9485439280989936,0.0974271964049496,2002-01-31 00:00:00
QCOM,3457899.4727568123,1180000.0,2.930423281997298,0.0965211640998649,2002-01-31 00:00:00
BA,3422162.386356812,1180000.0,2.9001376155566203,0.095006880777831,2002-01-31
TRMB,3402691.2381568123,1180000.0,2.883636642505773,0.0941818321252886,2002-01-31 00:00:00
PAYX,3401129.501656812,1180000.0,2.8823131369972983,0.0941156568498649,2002-01-31 00:00:00
XYL,1700000.9105784062,590000.0,2.8813574755566207,0.094067873777831,2011-11-30 00:00:00
VMC,3382995.509156812,1180000.0,2.866945346743061,0.093347267337153,2002-01-31 00:00:00
BBY,3378626.7941568126,1180000.0,2.863243045895604,0.0931621522947802,2002-01-31
COF,3350800.189156812,1180000.0,2.839661177251536,0.0919830588625767,2002-01-31 00:00:00
ESS,3348203.2561568124,1180000.0,2.8374603865735697,0.0918730193286785,2002-01-31 00:00:00
IPG,3302401.6111568124,1180000.0,2.798645433183739,0.0899322716591869,2002-01-31 00:00:00
FLT,1777941.1975969153,640000.0,2.7780331212451803,0.088901656062259,2011-01-31 00:00:00
MAS,3265121.763156812,1180000.0,2.7670523416583155,0.0883526170829157,2002-01-31 00:00:00
FDX,3257373.395056813,1180000.0,2.760485928014248,0.0880242964007124,2002-01-31 00:00:00
ES,3252258.439156812,1180000.0,2.756151219624417,0.0878075609812208,2002-01-31 00:00:00
MS,3239511.780956812,1180000.0,2.7453489669125526,0.0872674483456276,2002-01-31 00:00:00
NTAP,3233378.6840568124,1180000.0,2.7401514271667904,0.0870075713583395,2002-01-31 00:00:00
CTXS,3221399.9847568125,1180000.0,2.7299999870820444,0.0864999993541022,2002-01-31 00:00:00
XEL,3213392.1127568125,1180000.0,2.7232136548786547,0.0861606827439327,2002-01-31 00:00:00
INFO,1167675.1500791772,430000.0,2.715523604835296,0.0857761802417648,2014-07-31 00:00:00
EXPD,3198167.045256812,1180000.0,2.710311055302383,0.0855155527651191,2002-01-31 00:00:00
IFF,3185806.077756813,1180000.0,2.699835659115943,0.0849917829557971,2002-01-31 00:00:00
ALL,3183273.052356812,1180000.0,2.6976890274210272,0.0848844513710513,2002-01-31
CINF,3177665.2111568125,1180000.0,2.692936619624417,0.0846468309812208,2002-01-31 00:00:00
PENN,3174617.981204813,1180000.0,2.690354221360011,0.0845177110680005,2002-01-31 00:00:00
CAT,3165281.201756812,1180000.0,2.6824416964040783,0.0841220848202039,2002-01-31 00:00:00
HSY,3152872.929156813,1180000.0,2.671926211149841,0.083596310557492,2002-01-31 00:00:00
ATO,3137690.9611568125,1180000.0,2.65906013657357,0.0829530068286785,2002-01-31
APTV,1554260.959856555,585000.0,2.656856341635137,0.0828428170817568,2011-12-30
GS,3125727.7879568124,1180000.0,2.6489218542006885,0.0824460927100344,2002-01-31 00:00:00
PNC,3104261.192756813,1180000.0,2.63072982437018,0.081536491218509,2002-01-31 00:00:00
ARE,3091147.3863568124,1180000.0,2.619616429115943,0.0809808214557971,2002-01-31
ROST,3070254.7990568127,1180000.0,2.601910846658316,0.0800955423329158,2002-01-31 00:00:00
UHS,3059435.4765568124,1180000.0,2.592741929285434,0.0796370964642717,2002-01-31 00:00:00
J,3046570.526756812,1180000.0,2.5818394294549254,0.0790919714727462,2002-01-31 00:00:00
QRVO,1018024.1013262213,395000.0,2.5772762058891674,0.0788638102944583,2015-02-27 00:00:00
PXD,3025503.0451568128,1180000.0,2.5639856314888245,0.0781992815744412,2002-01-31 00:00:00
PVH,3023477.0015568123,1180000.0,2.562268645387129,0.0781134322693564,2002-01-31 00:00:00
YUM,2993640.1128568123,1180000.0,2.536983146488824,0.0768491573244412,2002-01-31 00:00:00
WHR,2947826.897756812,1180000.0,2.498158387929502,0.074907919396475,2002-01-31 00:00:00
TRV,2894249.567956812,1180000.0,2.4527538711498407,0.072637693557492,2002-01-31 00:00:00
DRE,2886013.9861568124,1180000.0,2.445774564539672,0.0722887282269835,2002-01-31 00:00:00
MA,2235282.726498714,915000.0,2.44293194152865,0.0721465970764324,2006-06-30 00:00:00
CLX,2876614.5459568123,1180000.0,2.437808937251536,0.0718904468625768,2002-01-31 00:00:00
TWTR,1130533.0361321336,465000.0,2.431253841144373,0.0715626920572186,2013-12-31 00:00:00
ABT,2866174.8933568127,1180000.0,2.428961774031197,0.0714480887015598,2002-01-31
MDT,2859843.428356813,1180000.0,2.4235961257261125,0.0711798062863056,2002-01-31 00:00:00
UNP,2857977.5013568127,1180000.0,2.422014831658316,0.0711007415829158,2002-01-31 00:00:00
AIG,2839429.6009568125,1180000.0,2.4062962719972987,0.0703148135998649,2002-01-31
UPS,2816559.7171568125,1180000.0,2.386915014539672,0.0693457507269835,2002-01-31 00:00:00
CSCO,2789942.9639568124,1180000.0,2.364358444031197,0.0682179222015598,2002-01-31 00:00:00
NKE,2779230.0495568127,1180000.0,2.355279703014248,0.0677639851507124,2002-01-31 00:00:00
MHK,2778946.1469568126,1180000.0,2.35503910759052,0.0677519553795259,2002-01-31 00:00:00
GPC,2773657.297956812,1180000.0,2.35055703216679,0.0675278516083394,2002-01-31 00:00:00
AVB,2770102.1511568124,1180000.0,2.347544195895604,0.0673772097947802,2002-01-31
V,1887146.8070179955,805000.0,2.344281747848441,0.067214087392422,2008-04-30 00:00:00
ETN,2735422.1445568125,1180000.0,2.3181543597939087,0.0659077179896954,2002-01-31 00:00:00
CBOE,1550800.6319280206,670000.0,2.314627808847792,0.0657313904423896,2010-07-30 00:00:00
RE,2726315.4163568127,1180000.0,2.310436793522723,0.0655218396761361,2002-01-31 00:00:00
SRE,2724357.6116568125,1180000.0,2.3087776369972985,0.0654388818498649,2002-01-31 00:00:00
WAB,2709988.7833568123,1180000.0,2.2966006638617054,0.0648300331930852,2002-01-31 00:00:00
DAL,1947909.560836504,855000.0,2.2782567963000044,0.0639128398150002,2007-06-29 00:00:00
UDR,2668731.485156812,1180000.0,2.261636851827807,0.0630818425913903,2002-01-31 00:00:00
HII,1412129.2790313626,625000.0,2.25940684645018,0.062970342322509,2011-04-29 00:00:00
ABC,2659029.739156812,1180000.0,2.253415033183739,0.0626707516591869,2002-01-31
ZBH,2657766.337956812,1180000.0,2.252344354200688,0.0626172177100344,2002-01-31 00:00:00
WMT,2654812.509756813,1180000.0,2.2498411099634006,0.06249205549817,2002-01-31 00:00:00
JNJ,2651598.242056812,1180000.0,2.247117154285434,0.0623558577142717,2002-01-31 00:00:00
FBHS,1335503.2601002571,595000.0,2.2445432942861463,0.0622271647143073,2011-10-31 00:00:00
DVA,2616471.2969568125,1180000.0,2.2173485567430613,0.060867427837153,2002-01-31 00:00:00
PEP,2589495.3811568124,1180000.0,2.194487611149841,0.059724380557492,2002-01-31 00:00:00
AES,2582122.2164568123,1180000.0,2.188239166488824,0.0594119583244412,2002-01-31
JCI,2574938.9721568124,1180000.0,2.1821516713193327,0.0591075835659666,2002-01-31 00:00:00
DLTR,2570459.4320568126,1180000.0,2.178355450895604,0.0589177725447801,2002-01-31 00:00:00
CB,2552155.489556812,1180000.0,2.1628436352176377,0.0581421817608818,2002-01-31 00:00:00
WEC,2509918.2007568125,1180000.0,2.1270493226752647,0.0563524661337632,2002-01-31 00:00:00
DGX,2505280.0815568124,1180000.0,2.1231187131837395,0.0561559356591869,2002-01-31 00:00:00
RCL,2495910.9099568124,1180000.0,2.115178737251536,0.0557589368625767,2002-01-31 00:00:00
